,beam,class,cleaned_text,class_labels
4546,it i m too old i won t do it they ve turned me down,8,it i m too old i won t do it they ve turned me down,not_intrested
4563,it love,8,it love,not_intrested
4566,it milk i completely understand that but these new fordable plans have just been approved,8,it milk i completely understand that but these new fordable plans have just been approved,not_intrested
4576,it than you i,8,it than you i,not_intrested
4586,ma am there s no one here to be your citizen,8,ma am there s no one here to be your citizen,not_intrested
4597,it no thank you,8,it no thank you,not_intrested
4606,it i give you money no i haven t i haven t company indeed,8,it i give you money no i haven t i haven t company indeed,not_intrested
4619,now a complete,8,now a complete,not_intrested
4622,it no thank you i completely,8,it no thank you i completely,not_intrested
4623,no i completely understand that but these new fordable plans have just been approved in your state and everyone are you no hear me yes it is fine,8,no i completely understand that but these new fordable plans have just been approved in your state and everyone are you no hear me yes it is fine,not_intrested
4624,it note i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information,8,it note i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information,not_intrested
4627,it no thank you good by i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,8,it no thank you good by i completely understand that but these new fordable plans have just been approved in your state and everyone qualified,not_intrested
4631,it no i don t,8,it no i don t,not_intrested
4634,hold on dis one minute i can hear you talk to my wife with you time,8,hold on dis one minute i can hear you talk to my wife with you time,not_intrested
4638,it i know i m not ready yet i,8,it i know i m not ready yet i,not_intrested
4649,it no thank you no good day completely and,8,it no thank you no good day completely and,not_intrested
4657,it no i completely understand that but these new fordable plans have just been approved in your late and everyone,8,it no i completely understand that but these new fordable plans have just been approved in your late and everyone,not_intrested
4667,you this,8,you this,not_intrested
4668,no we re not on a fixed income completely,8,no we re not on a fixed income completely,not_intrested
4669,me i completely understood no another thank you,8,me i completely understood no another thank you,not_intrested
4679,no no thank you i completely understand that but,8,no no thank you i completely understand that but,not_intrested
4698,it no i i i can you hear me,8,it no i i i can you hear me,not_intrested
4704,it no those i completely understand that for these new,8,it no those i completely understand that for these new,not_intrested
4705,no i m retired from the army thank ye i completely,8,no i m retired from the army thank ye i completely,not_intrested
4707,it now no thank you i completely understand that but you know a fordable plan,8,it now no thank you i completely understand that but you know a fordable plan,not_intrested
4708,i began,8,i began,not_intrested
4712,it now no fault in you,8,it now no fault in you,not_intrested
4713,now man,8,now man,not_intrested
4728,it no i thank you for calling i can,8,it no i thank you for calling i can,not_intrested
4733,it oh no thank you but the things for you call her i completely,8,it oh no thank you but the things for you call her i completely,not_intrested
4736,not needing senior citizens care,8,not needing senior citizens care,not_intrested
4744,it no man i completely understand that but these new fordable plants,8,it no man i completely understand that but these new fordable plants,not_intrested
4750,it no ma am,8,it no ma am,not_intrested
4753,it no one can do odin understand none english nor speak english,8,it no one can do odin understand none english nor speak english,not_intrested
4757,it,8,it,not_intrested
4766,it no i don t because i does that four five to join parties above it,8,it no i don t because i does that four five to join parties above it,not_intrested
4794,no i m not even one of those i,8,no i m not even one of those i,not_intrested
4798,it no i completely understand that but these new fordable plants have just been re state,8,it no i completely understand that but these new fordable plants have just been re state,not_intrested
4808,it i completely understand that but these new fordable plans have just been arranged in your state and everyone qualified so our product specialists can i can give you more information right now if you like the prices you can go on otherwise no obligation on your part ok,8,it i completely understand that but these new fordable plans have just been arranged in your state and everyone qualified so our product specialists can i can give you more information right now if you like the prices you can go on otherwise no obligation on your part ok,not_intrested
4816,it a fine thank you to qualify you,8,it a fine thank you to qualify you,not_intrested
4833,it no i don hear all about it that only to thank you i,8,it no i don hear all about it that only to thank you i,not_intrested
4843,no ma am not,8,no ma am not,not_intrested
4845,you recall but already have i already have a life insurance i would like to learn more about it ah no no think i well protected i do appreciate your call though,8,you recall but already have i already have a life insurance i would like to learn more about it ah no no think i well protected i do appreciate your call though,not_intrested
4850,it no ma am thank you i can,8,it no ma am thank you i can,not_intrested
4862,it no i don t have no ego money right now,8,it no i don t have no ego money right now,not_intrested
4878,no i completely understand that but the,8,no i completely understand that but the,not_intrested
4913,it no i completely understand that but the,8,it no i completely understand that but the,not_intrested
4914,thank you i m in the professional office right now i can t stop i understand but it s not going to,8,thank you i m in the professional office right now i can t stop i understand but it s not going to,not_intrested
4920,it no a fit i completely understand that but these new fordable plans have just been approved in your state and everyone qualified how long we got a plan already,8,it no a fit i completely understand that but these new fordable plans have just been approved in your state and everyone qualified how long we got a plan already,not_intrested
4937,it no thank you i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified,8,it no thank you i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified,not_intrested
4949,it no i completely understand that but,8,it no i completely understand that but,not_intrested
4950,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right,8,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right,not_intrested
4952,it naturally i,8,it naturally i,not_intrested
4961,no thank you i completely understand that but these new fordable plans have just been approved in your statement,8,no thank you i completely understand that but these new fordable plans have just been approved in your statement,not_intrested
4974,income or social security would you like to learn more about it oh no thank you a complete,8,income or social security would you like to learn more about it oh no thank you a complete,not_intrested
4975,more about it no thanks i completely understand that there s a portable plan,8,more about it no thanks i completely understand that there s a portable plan,not_intrested
4986,all right only no one this,8,all right only no one this,not_intrested
4989,solon i,8,solon i,not_intrested
4992,no i completely understand that but these mere fordable plans have just,8,no i completely understand that but these mere fordable plans have just,not_intrested
5015,completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now right now now i know i know i don t want to hear any more thank you good bye,8,completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more information right now right now now i know i know i don t want to hear any more thank you good bye,not_intrested
5016,it no no thank you i completely understand that but these new and fordable plans have just been approved by an area at the amok demar i said thank you,8,it no no thank you i completely understand that but these new and fordable plans have just been approved by an area at the amok demar i said thank you,not_intrested
5020,it no i completely understand that but these new fordable plans,8,it no i completely understand that but these new fordable plans,not_intrested
5022,it i know i,8,it i know i,not_intrested
5033,it no i completely understand that but these new fordable plans have just been fitting buck you,8,it no i completely understand that but these new fordable plans have just been fitting buck you,not_intrested
5043,no thank you great this,8,no thank you great this,not_intrested
5053,it no not really thank you i,8,it no not really thank you i,not_intrested
5055,it no i really think my family has it all taken care of but thank you anyway i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so are proper,8,it no i really think my family has it all taken care of but thank you anyway i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so are proper,not_intrested
5058,no no no no you want no more i,8,no no no no you want no more i,not_intrested
5063,no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products but can give you,8,no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products but can give you,not_intrested
5069,it no i completely understand that but these new fordable plants,8,it no i completely understand that but these new fordable plants,not_intrested
5070,it no religion there from the one now i,8,it no religion there from the one now i,not_intrested
5071,oh i completely understand that but these new fordable plans have just been approved in your state everyone qualified,8,oh i completely understand that but these new fordable plans have just been approved in your state everyone qualified,not_intrested
5075,it hold on but mamma please,8,it hold on but mamma please,not_intrested
5089,it novel,8,it novel,not_intrested
5091,it no no really i completely understand that but these new afford very,8,it no no really i completely understand that but these new afford very,not_intrested
5092,it awhile i,8,it awhile i,not_intrested
5102,it no i m not interested i completely understand that but these new and fordable plans have just,8,it no i m not interested i completely understand that but these new and fordable plans have just,not_intrested
5105,i m not written now no i,8,i m not written now no i,not_intrested
5122,about it no i vaguely understood,8,about it no i vaguely understood,not_intrested
5125,it no i completely understand that but these new,8,it no i completely understand that but these new,not_intrested
5136,it go i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more,8,it go i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our product specialists can give you more,not_intrested
5137,it yes as,8,it yes as,not_intrested
5158,it no she wouldn t i,8,it no she wouldn t i,not_intrested
5169,it not really i,8,it not really i,not_intrested
5170,it mister i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products,8,it mister i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products,not_intrested
5173,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified though,8,it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified though,not_intrested
5177,it no mail,8,it no mail,not_intrested
5180,it no thank you i completely understand that but these new fordable plan,8,it no thank you i completely understand that but these new fordable plan,not_intrested
5183,insurance and i m not interested so thank you very much have a good day would you like to learn more about it now no thank you,8,insurance and i m not interested so thank you very much have a good day would you like to learn more about it now no thank you,not_intrested
5187,it i neither on a fixed tongue income or security,8,it i neither on a fixed tongue income or security,not_intrested
5190,it now i completely understand that but these new fordable plans have just been approved in your state and everyone qualified you are proper,8,it now i completely understand that but these new fordable plans have just been approved in your state and everyone qualified you are proper,not_intrested
5192,no this call,8,no this call,not_intrested
5209,it now i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified,8,it now i completely understand that but these new and fordable plans have just been approved in your state and everyone qualified,not_intrested
5210,i heard about that one already,8,i heard about that one already,not_intrested
5217,it no i completely understand that but these new fordable plans have just been approved in your state and everyone about,8,it no i completely understand that but these new fordable plans have just been approved in your state and everyone about,not_intrested
5226,note i completely understand that but these new fordable plans have just been approved in your state and,8,note i completely understand that but these new fordable plans have just been approved in your state and,not_intrested
5232,i don t think i need to write now at this point but thank you for calling i understand but it s not going to take much time i have a product specialist on the line who can show you some options,8,i don t think i need to write now at this point but thank you for calling i understand but it s not going to take much time i have a product specialist on the line who can show you some options,not_intrested
5250,understand that but these new fordable plans of justice,8,understand that but these new fordable plans of justice,not_intrested
5259,it not at this time thank you i completely understand that but these new,8,it not at this time thank you i completely understand that but these new,not_intrested
5261,it no i completely understand that but these fordable plan,8,it no i completely understand that but these fordable plan,not_intrested
5279,it a mad i,8,it a mad i,not_intrested
5281,it i don t take you,8,it i don t take you,not_intrested
5294,it no i can please understand that but the,8,it no i can please understand that but the,not_intrested
5308,it hi,8,it hi,not_intrested
5317,about it now i completely,8,about it now i completely,not_intrested
5330,it no thank you i,8,it no thank you i,not_intrested
5332,it i got into that later,8,it i got into that later,not_intrested
5333,well we re not on a fixed income i,8,well we re not on a fixed income i,not_intrested
5337,it the notes i completely,8,it the notes i completely,not_intrested
5343,it no i got no head i got kin cook can do nothing i can,8,it no i got no head i got kin cook can do nothing i can,not_intrested
5347,it no cannot these new and fordable plans have just been approved in your state and everyone qualified so our save pluck and no,8,it no cannot these new and fordable plans have just been approved in your state and everyone qualified so our save pluck and no,not_intrested
5348,it though i,8,it though i,not_intrested
